key,id
p61,"Pemahaman yang lebih baik tentang lanskap pemangku kepentingan di masyarakat merupakan tujuan penting dalam melakukan percakapan informal dan observasi partisipan. Para pemangku kepentingan memengaruhi atau dapat dipengaruhi oleh tindakan organisasi. Dukungan mereka sangat penting bagi keberhasilan organisasi dalam mengimplementasikan rencana pengelolaan perikanan. Dengan memahami pemangku kepentingan dengan lebih baik, Anda akan secara efektif mengidentifikasi pemangku kepentingan yang terlibat dalam pemantauan perikanan di masa mendatang untuk pengelolaan perikanan di wilayah mereka."
examples,Contoh jenis pemangku kepentingan yang harus disertakan:
example1,Nelayan
example2,Kepala Desa
example3,Tokoh agama/kepercayaan
example4,Kepala daerah
example5,Petugas kesehatan masyarakat/praktisi kesehatan
example6,Pembeli/pemasok desa
example7,Pabrik pengolahan
example8,Wanita di desa/istri nelayan
p62,Informasi yang akan dikumpulkan tentang pemangku kepentingan:
point47,"Informasi tentang pemangku kepentingan kunci dan posisi mereka dalam kaitannya dengan tujuan entitas (tingkat dukungan, kekuasaan, dll.). Informasi ini dapat digunakan untuk mengidentifikasi pemangku kepentingan mana yang akan disertakan dalam diskusi kelompok terpumpun profil komunitas."
p63,"Setelah melakukan percakapan informal, langkah selanjutnya yang bisa Anda lakukan adalah observasi partisipan. Observasi adalah metode yang memungkinkan Anda menggunakan peristiwa di sekitar Anda untuk mengumpulkan petunjuk dan menghasilkan kesimpulan tentang tempat atau pengalaman tertentu dengan mengamati satu hari di desa nelayan. Metode ini diperlukan untuk mengumpulkan bukti dari informasi yang diberikan dalam percakapan informal. Metode ini memungkinkan Anda untuk memahami aktivitas kehidupan sehari-hari desa nelayan."
p64,Prosedur Diskusi Kelompok Terpumpun
2a,Mengorganisir diskusi kelompok terpumpun
2a.1,"Penting untuk menjaga hubungan baik dengan komunitas sasaran. Oleh karena itu, jika memungkinkan, desa-desa harus diberitahu tentang program pertemuan diskusi kelompok terpumpun setidaknya dua minggu sebelumnya."
2a.2,"Jika desa memiliki sinyal telepon seluler, hubungi kepala desa atau kontak lokal lainnya."
2a.3,"Jika desa tidak memiliki sinyal telepon seluler, lakukan kunjungan ke desa untuk bertemu dengan kepala desa atau kontak lokal lainnya."
2a.4,"Selama panggilan telepon atau kunjungan kepada kepala desa atau kontak lokal lainnya, jelaskan hal-hal berikut:"
2a.4.1,Tujuan pertemuan
2a.4.2,Lokasi pertemuan
2a.4.3,Tanggal dan waktu pertemuan
2a.4.4,Cara untuk menginformasikan peserta tentang pertemuan
2a.4.5,Jumlah peserta
2a.4.5.1,Semua penduduk desa atau orang-orang khusus berdasarkan nelayan terbaik (2)
2a.4.5.2,Nelayan paling sering (2)
2a.4.5.3,Nelayan yang sering mengunjungi berbagai lokasi penangkapan ikan (2)
2a.4.5.4,Nelayan yang dihormati lebih disukai dengan pengalaman dalam pemetaan (2)
2a.5,Perempuan - sebelumnya tanyakan kepada kepala desa apakah diskusi kelompok terpumpun dapat dilakukan dengan menghadirkan laki-laki dan perempuan secara bersamaan karena di beberapa daerah hal ini tidak selalu memungkinkan.
2a.6,"Upayakan untuk tidak mengadakan pertemuan selama pasang purnama/musim penangkapan ikan, karena banyak dari nelayan yang dibutuhkan kemungkinan besar akan sibuk melakukan penangkapan ikan."
2a.7,Pastikan untuk memeriksa jadwal proyek lain yang mungkin bekerja di area yang sama pada waktu yang sama untuk menghindari bentrokan.
2b,Tim diskusi kelompok terpumpun
p65,"Berikut ini adalah peran yang direkomendasikan untuk tim yang memimpin diskusi kelompok terpumpun. Minimal, diskusi kelompok terpumpun harus memiliki fasilitator dan notulis."
p66,Fasilitator utama: Memimpin dan memoderasi rapat
2b.1,Memperkenalkan rapat
2b.2,Memfasilitasi acara
2b.3,Memoderasi proses
2b.4,Bertindak sebagai katalisator antara individu-individu dalam kelompok
2b.5,Menemukan cara untuk mengintegrasikan orang-orang yang dominan dan pendiam serta memastikan bahwa semua anggota kelompok dapat mengungkapkan pendapat mereka
2b.6,Memastikan bahwa kelompok tetap berpegang pada topik tetapi juga fleksibel dalam menangani informasi tambahan yang penting
2b.7,Mengulang dengan kata-kata sendiri apa yang dikatakan orang lain untuk memastikan pemahaman yang baik terhadap diskusi tersebut
2b.8,Mengurus manajemen waktu
p67,"Asisten Fasilitator: Membantu fasilitator utama, terutama dalam menampilkan alat bantu visual"
2b.9,Mendukung notulis dalam mengumpulkan semua informasi yang relevan
2b.10,"Memimpin dalam menampilkan alat bantu visual dan membantu dengan komponen interaktif lain dalam rapat seperti penghitungan suara, mencatat yang ditampilkan, membagikan materi, dll"
2b.11,Membawa serta materi yang diperlukan
2b.12,Membantu fasilitator secara tidak langsung dengan memberi isyarat (misalnya menunjukkan siapa yang ingin berbicara).
2b.13,"Mendukung fasilitator secara langsung dengan mengajukan pertanyaan, jika situasi mengharuskannya."
p68,Notulis: Mendokumentasikan rapat
2b.14,Mengamati acara dari belakang layar
2b.15,Mencatat semua tanggapan. Akan sangat membantu jika daftar pertanyaan dicetak sehingga dapat dianotasi dengan catatan selama rapat.
2b.16,Menuliskan semua informasi penting
2b.17,Mencatat siapa yang sedang berbicara. Apakah partisipasi setiap orang seimbang atau ada yang mendominasi proses? Apakah wanita juga ikut berbicara?
2c,Peserta diskusi kelompok terpumpun
p69,"Rencanakan dengan cermat siapa yang akan diundang ke pertemuan diskusi kelompok terpumpun. Disarankan untuk mengidentifikasi 10-12 individu untuk memastikan peserta dapat dikelola, memungkinkan representasi yang memadai dari perspektif yang berbeda. Sebisa mungkin, sertakan perwakilan dari beragam kelompok pemangku kepentingan dan sektor masyarakat (lihat contoh jenis pemangku kepentingan pada bagian di atas). Saat memilih peserta, pertimbangkan pengetahuan dan peran mereka di komunitas. Mengundang orang-orang yang lebih berpengetahuan tentang perikanan dan masyarakat, seperti nelayan penuh waktu daripada nelayan rekreasi  atau sesekali, akan memberikan informasi yang lebih kuat dan akurat. Mengidentifikasi dan mengundang orang-orang yang dihormati di komunitas membantu membangun kepercayaan."
2d,Diskusi logistik dan metodologi
p70,"Data dapat diambil dalam formulir Kobo ""Survei Profil Komunitas"". Namun, mungkin lebih mudah bagi notulis untuk menangkap data melalui catatan tertulis agar lebih mudah menangkap kontek dan informasi yang muncul dari diskusi kelompok, seperti perbedaan jawaban per responden."
p71,"Jika informasi dikumpulkan dengan cara mencatat. Setelah pertemuan diskusi kelompok terpumpun selesai, tanggapan harus dimasukkan ke dalam formulir Kobo ""Survei Profil Komunitas""."
p72,Dorong semua anggota kelompok untuk berbicara karena mereka mewakili berbagai usia dan kedudukan sosial yang mungkin memiliki pengalaman berbeda dalam perikanan.
p73,"Mengajukan pertanyaan satu per satu kepada kelompok dan menunggu tanggapan adalah salah satu pendekatan untuk memimpin diskusi. Namun, memvariasikan cara fasilitator mengumpulkan tanggapan dapat membantu menjaga diskusi tetap menarik dan juga memastikan bahwa semua suara didengar dan peserta yang kurang vokal dapat berpartisipasi. Sebelum memulai diskusi kelompok terpumpun, pikirkan bagaimana Anda ingin mendapatkan tanggapan untuk setiap pertanyaan yang direncanakan."
2d.1,Forum terbuka - Siapa pun dapat menanggapi pertanyaan dan berbicara.
2d.2,"Memanggil peserta tertentu – Ini dapat membantu memastikan bahwa peserta yang kurang vokal diberi kesempatan untuk berbicara. Ini dapat digunakan dalam diskusi setelah fasilitator mengetahui peserta mana yang dapat memperoleh manfaat dari pemanggilan. Alternatifnya, seorang fasilitator dapat menggunakan teknik ini ketika mereka mengetahui bahwa peserta tertentu memiliki pengetahuan atau informasi penting terkait suatu pertanyaan."
2d.3,"Respon cepat - Berbentuk lingkaran dan setiap orang secara singkat menyampaikan pendapat/tanggapannya terhadap pertanyaan tersebut. Ini bisa efektif dalam pemungutan suara audiens karena melibatkan semua orang. Namun, pastikan untuk mengomunikasikan dan menerapkan batasan waktu dengan jelas atau metode ini dapat menghabiskan terlalu banyak waktu diskusi."
2d.4,Pemungutan suara - Jajak pendapat audiens dengan mengajukan pertanyaan dan meminta mereka mengangkat tangan sesuai dengan pilihan tanggapan yang berbeda. Ini dapat dilakukan secara terbuka atau anonim dengan mata tertutup atau dengan orang-orang menulis tanggapan mereka di selembar kertas terlipat yang kemudian dikumpulkan.
2d.5,"Kelompok - Membagi kelompok menjadi kelompok-kelompok kecil yang berdiskusi dan melaporkan kembali ke grup utama. Teknik ini sangat membantu kelompok besar ketika tidak ada cukup waktu bagi semua anggota kelompok untuk berpartisipasi dalam forum kelompok besar. Dalam situasi ini, pastikan bahwa setiap kelompok memiliki pemangku kepentingan yang mewakili pendapat dan perspektif yang berbeda."
p74,Pertanyaan Diskusi Kelompok Terpumpun
p75,"Mulailah diskusi kelompok terpumpun dengan memperkenalkan diri Anda, proyek, dan tujuan pertemuan. Kemudian, mintalah semua orang di ruangan itu memperkenalkan diri. Rencanakan metode terbaik untuk setiap pertanyaan untuk mendapatkan dan mengumpulkan tanggapan sebelumnya (lihat bagian di atas untuk ide). Silakan lihat dokumen Survei Profil Komunitas untuk daftar lengkap pertanyaan dalam diskusi kelompok terpumpun yang akan dibahas."
p76,Sumber Daya Fasilitasi (tersedia dalam bahasa Inggris)
